design,profile,batch,posterior_prob,Z_1,Z_2,Z_3,Z_4
Static,8,4,2.9e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,5,8e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,6,2.1e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,7,7e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,8,0,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,9,0,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,10,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,9,0,0.00520833333333333,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,1,3.6e-4,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,2,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,3,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,4,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,5,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,6,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,7,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,8,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,10,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,10,0,0.00520833333333333,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,1,0.0061,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,2,1e-5,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,3,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,4,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,5,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,6,1e-5,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,7,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,8,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,9,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,11,0,0.00520833333333333,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,1,0.00174,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,2,2e-5,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,3,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,4,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,5,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,6,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,7,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,8,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,9,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,11,10,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,12,0,0.00520833333333333,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,1,0.01865,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,2,4e-5,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,3,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,4,1e-5,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,5,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,6,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,7,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,8,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,9,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,12,10,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,13,0,0.00520833333333333,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,1,6e-5,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,2,3e-5,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,3,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,4,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,5,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,6,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,7,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,8,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,9,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,13,10,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,14,0,0.00520833333333333,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,1,9.2e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,2,0.00189,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,3,7.5e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,4,4.8e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,5,7.4e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,6,3.1e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,7,0.00125,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,8,8.6e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,9,2e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,14,10,6.4e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,15,0,0.00520833333333333,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,1,3.9e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,2,0.00272,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,3,0.00175,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,4,3.6e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,5,4.4e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,6,1.1e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,7,5.5e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,8,3.5e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,9,8e-5,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,15,10,3.8e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,16,0,0.00520833333333333,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,1,0.00386,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,2,0.01218,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,3,0.01108,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,4,0.00451,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,5,0.00366,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,6,0.00398,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,7,0.00572,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,8,0.00575,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,9,0.00251,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,16,10,0.01031,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,17,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,1,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,2,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,3,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,4,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,5,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,6,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,7,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,8,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,9,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,17,10,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,1,4e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,2,1e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,3,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,4,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,5,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,6,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,7,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,8,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,9,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,18,10,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,1,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,2,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,3,6e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,4,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,5,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,6,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,19,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,1,1.9e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,2,1.5e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,3,1e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,4,2e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,5,2e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,6,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,7,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,8,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,9,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,20,10,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,21,0,0.00520833333333333,No limits,Allow all,5:1 match,Disclose > $200
Static,21,1,1e-5,No limits,Allow all,5:1 match,Disclose > $200
Static,21,2,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,3,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,4,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,5,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,6,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,7,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,8,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,9,0,No limits,Allow all,5:1 match,Disclose > $200
Static,21,10,0,No limits,Allow all,5:1 match,Disclose > $200
Static,22,0,0.00520833333333333,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,1,1.4e-4,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,2,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,3,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,4,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,5,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,6,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,7,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,8,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,9,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,22,10,0,"100,000",Allow all,5:1 match,Disclose > $200
Static,23,0,0.00520833333333333,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,1,6e-5,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,2,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,3,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,4,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,5,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,6,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,7,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,8,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,9,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,23,10,0,"$1,000,000",Allow all,5:1 match,Disclose > $200
Static,24,0,0.00520833333333333,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,1,5.1e-4,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,2,1e-5,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,3,1e-5,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,4,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,5,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,6,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,7,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,8,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,9,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,24,10,0,"$10,000",Allow all,5:1 match,Disclose > $200
Static,25,0,0.00520833333333333,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,1,0.00143,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,2,1.2e-4,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,3,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,4,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,5,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,6,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,7,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,8,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,9,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,25,10,0,No limits,Prohibit all,1:1 match,Disclose > $200
Static,26,0,0.00520833333333333,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,1,0.03039,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,2,0.01377,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,3,0.00168,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,4,0.0083,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,5,0.01352,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,6,0.01154,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,7,0.01571,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,8,0.01136,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,9,0.00271,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,26,10,0.0059,"100,000",Prohibit all,1:1 match,Disclose > $200
Static,27,0,0.00520833333333333,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,1,0.00788,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,2,0.01632,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,3,0.00533,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,4,0.0049,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,5,0.0071,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,6,0.00436,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,7,0.00625,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,8,0.00374,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,9,0.00124,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,27,10,0.00243,"$1,000,000",Prohibit all,1:1 match,Disclose > $200
Static,28,0,0.00520833333333333,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,1,0.1069,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,2,0.09211,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,3,0.03339,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,4,0.09779,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,5,0.08503,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,6,0.15817,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,7,0.07114,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,8,0.08472,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,9,0.04848,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,28,10,0.09893,"$10,000",Prohibit all,1:1 match,Disclose > $200
Static,29,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,1,2.9e-4,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,2,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,3,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,4,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,5,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,6,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,7,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,8,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,9,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,29,10,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,1,0.00304,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,2,2.7e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,3,2e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,4,3e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,5,7e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,6,4e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,7,1e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,8,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,9,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,30,10,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,1,7.5e-4,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,2,3.2e-4,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,3,8e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,4,4e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,5,2e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,6,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,7,2e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,31,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,1,0.01101,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,2,0.00126,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,3,5.4e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,4,2.8e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,5,3.3e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,6,6.9e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,7,6e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,8,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,9,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,32,10,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Disclose > $200
Static,33,0,0.00520833333333333,No limits,Allow all,1:1 match,Disclose > $200
Static,33,1,3.3e-4,No limits,Allow all,1:1 match,Disclose > $200
Static,33,2,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,3,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,4,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,5,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,6,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,7,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,8,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,9,0,No limits,Allow all,1:1 match,Disclose > $200
Static,33,10,0,No limits,Allow all,1:1 match,Disclose > $200
Static,34,0,0.00520833333333333,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,1,0.00628,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,2,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,3,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,4,1e-5,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,5,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,6,1e-5,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,7,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,8,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,9,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,34,10,0,"100,000",Allow all,1:1 match,Disclose > $200
Static,35,0,0.00520833333333333,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,1,0.00121,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,2,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,3,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,4,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,5,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,6,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,7,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,8,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,9,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,35,10,0,"$1,000,000",Allow all,1:1 match,Disclose > $200
Static,36,0,0.00520833333333333,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,1,0.01828,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,2,1e-5,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,3,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,4,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,5,1e-5,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,6,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,7,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,8,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,9,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,36,10,0,"$10,000",Allow all,1:1 match,Disclose > $200
Static,37,0,0.00520833333333333,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,1,0.00103,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,2,1e-5,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,3,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,4,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,5,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,6,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,7,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,8,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,9,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,37,10,0,No limits,Prohibit all,Maintain status quo,Disclose > $200
Static,38,0,0.00520833333333333,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,1,0.02441,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,2,0.00314,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,3,8.4e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,4,0.00204,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,5,0.00126,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,6,8e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,7,0.00651,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,8,0.00274,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,9,6.1e-4,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,38,10,0.00145,"100,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,0,0.00520833333333333,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,1,0.00713,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,2,0.00428,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,3,0.00247,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,4,0.00093000000000000005,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,5,5.6e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,6,4.2e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,7,0.00216,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,8,7.6e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
Static,39,9,1.9e-4,"$1,000,000",Prohibit all,Maintain status quo,Disclose > $200
