design,profile,batch,posterior_prob,Z_1,Z_2,Z_3,Z_4
Adaptive,57,7,0,No limits,Allow all,Prohibit all,Eliminate
Adaptive,57,8,0,No limits,Allow all,Prohibit all,Eliminate
Adaptive,57,9,0,No limits,Allow all,Prohibit all,Eliminate
Adaptive,57,10,0,No limits,Allow all,Prohibit all,Eliminate
Adaptive,58,0,0.00520833333333333,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,1,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,2,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,3,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,4,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,5,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,6,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,7,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,8,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,9,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,58,10,0,"100,000",Allow all,Prohibit all,Eliminate
Adaptive,59,0,0.00520833333333333,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,1,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,2,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,3,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,4,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,5,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,6,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,7,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,8,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,9,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,59,10,0,"$1,000,000",Allow all,Prohibit all,Eliminate
Adaptive,60,0,0.00520833333333333,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,1,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,2,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,3,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,4,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,5,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,6,1e-5,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,7,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,8,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,9,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,60,10,0,"$10,000",Allow all,Prohibit all,Eliminate
Adaptive,61,0,0.00520833333333333,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,1,1.1e-4,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,2,0.0014,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,3,6e-5,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,4,1e-5,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,5,5e-5,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,6,0,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,7,0,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,8,0,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,9,0,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,61,10,0,No limits,Prohibit all,5:1 match,Eliminate
Adaptive,62,0,0.00520833333333333,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,1,9e-5,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,2,0.00192,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,3,1.9e-4,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,4,1e-5,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,5,2e-5,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,6,1e-5,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,7,0,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,8,0,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,9,0,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,62,10,0,"100,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,0,0.00520833333333333,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,1,0.0051,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,2,0.02184,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,3,0.00238,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,4,1.9e-4,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,5,4.9e-4,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,6,7e-5,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,7,0,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,8,0,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,9,0,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,63,10,0,"$1,000,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,0,0.00520833333333333,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,1,3e-5,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,2,0.00093000000000000005,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,3,6.3e-4,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,4,2.2e-4,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,5,5.4e-4,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,6,1.5e-4,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,7,1e-5,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,8,0,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,9,0,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,64,10,0,"$10,000",Prohibit all,5:1 match,Eliminate
Adaptive,65,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,1,1e-4,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,2,3.5e-4,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,3,1.3e-4,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,4,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,5,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,6,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,7,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,8,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,9,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,65,10,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,1,5e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,2,4.3e-4,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,3,2.6e-4,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,4,3e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,5,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,6,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,7,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,8,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,9,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,66,10,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,1,0.00457,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,2,0.00526,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,3,0.00294,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,4,1.8e-4,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,5,1e-4,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,6,3e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,67,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,1,6e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,2,2.4e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,3,4e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,4,7e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,5,1e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,6,2e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,7,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,8,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,9,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,68,10,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Eliminate
Adaptive,69,0,0.00520833333333333,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,1,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,2,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,3,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,4,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,5,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,6,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,7,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,8,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,9,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,69,10,0,No limits,Allow all,5:1 match,Eliminate
Adaptive,70,0,0.00520833333333333,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,1,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,2,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,3,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,4,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,5,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,6,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,7,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,8,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,9,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,70,10,0,"100,000",Allow all,5:1 match,Eliminate
Adaptive,71,0,0.00520833333333333,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,1,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,2,2e-5,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,3,1e-5,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,4,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,5,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,6,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,7,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,8,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,9,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,71,10,0,"$1,000,000",Allow all,5:1 match,Eliminate
Adaptive,72,0,0.00520833333333333,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,1,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,2,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,3,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,4,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,5,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,6,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,7,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,8,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,9,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,72,10,0,"$10,000",Allow all,5:1 match,Eliminate
Adaptive,73,0,0.00520833333333333,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,1,5e-5,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,2,0.00226,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,3,2e-5,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,4,2e-5,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,5,7e-5,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,6,0,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,7,0,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,8,0,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,9,0,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,73,10,0,No limits,Prohibit all,1:1 match,Eliminate
Adaptive,74,0,0.00520833333333333,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,1,6e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,2,0.00265,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,3,4e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,4,4e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,5,3e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,6,1e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,7,0,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,8,0,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,9,0,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,74,10,1e-5,"100,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,0,0.00520833333333333,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,1,0.00427,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,2,0.03507,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,3,5.3e-4,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,4,3.4e-4,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,5,7.4e-4,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,6,2.5e-4,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,7,0,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,8,0,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,9,0,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,75,10,0,"$1,000,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,0,0.00520833333333333,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,1,2e-5,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,2,0.00111,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,3,1.9e-4,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,4,5.4e-4,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,5,5.8e-4,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,6,3.2e-4,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,7,0,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,8,1e-5,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,9,4e-5,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,76,10,3e-5,"$10,000",Prohibit all,1:1 match,Eliminate
Adaptive,77,0,0.00520833333333333,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,1,7e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,2,6e-4,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,3,3e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,4,6e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,5,2e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,6,1e-5,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,7,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,8,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,9,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,77,10,0,No limits,"Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,0,0.00520833333333333,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,1,2e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,2,7.3e-4,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,3,5e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,4,4e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,5,3e-5,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,6,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,7,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,8,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,9,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,78,10,0,"100,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,0,0.00520833333333333,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,1,0.0038,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,2,0.01005,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,3,6.5e-4,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,4,3.2e-4,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,5,1.8e-4,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,6,9e-5,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,8,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,9,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,79,10,0,"$1,000,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,0,0.00520833333333333,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,1,6e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,2,3.1e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,3,1.7e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,4,4e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,5,1.1e-4,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,6,6e-5,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,7,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,8,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,9,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,80,10,0,"$10,000","Prohibit candidate;
 allow PAC",1:1 match,Eliminate
Adaptive,81,0,0.00520833333333333,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,1,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,2,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,3,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,4,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,5,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,6,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,7,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,8,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,9,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,81,10,0,No limits,Allow all,1:1 match,Eliminate
Adaptive,82,0,0.00520833333333333,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,1,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,2,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,3,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,4,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,5,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,6,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,7,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,8,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,9,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,82,10,0,"100,000",Allow all,1:1 match,Eliminate
Adaptive,83,0,0.00520833333333333,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,1,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,2,7e-5,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,3,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,4,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,5,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,6,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,7,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,8,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,9,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,83,10,0,"$1,000,000",Allow all,1:1 match,Eliminate
Adaptive,84,0,0.00520833333333333,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,1,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,2,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,3,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,4,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,5,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,6,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,7,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,8,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,9,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,84,10,0,"$10,000",Allow all,1:1 match,Eliminate
Adaptive,85,0,0.00520833333333333,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,1,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,2,1e-5,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,3,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,4,2e-5,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,5,1e-5,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,6,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,7,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,8,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,9,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,85,10,0,No limits,Prohibit all,Maintain status quo,Eliminate
Adaptive,86,0,0.00520833333333333,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,1,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,2,3e-5,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,3,1e-5,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,4,2e-5,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,5,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,6,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,7,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,8,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,9,0,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,86,10,1e-5,"100,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,0,0.00520833333333333,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,1,7e-5,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,2,5.1e-4,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,3,1.3e-4,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,4,3e-4,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,5,1.1e-4,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,6,1.8e-4,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,7,0,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,8,0,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,9,0,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,87,10,1e-5,"$1,000,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,0,0.00520833333333333,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,1,0,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,2,1e-5,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,3,2e-5,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,4,2e-4,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,5,4e-5,"$10,000",Prohibit all,Maintain status quo,Eliminate
Adaptive,88,6,1.1e-4,"$10,000",Prohibit all,Maintain status quo,Eliminate
