case,design,arm,batch,quantity,value
Case 3: Competing second best,Control-augmented,alt8,9,posterior_prob,0.048
Case 3: Competing second best,Control-augmented,best,10,posterior_prob,0.6106
Case 3: Competing second best,Control-augmented,alt1,10,posterior_prob,0.0576
Case 3: Competing second best,Control-augmented,alt2,10,posterior_prob,0
Case 3: Competing second best,Control-augmented,alt3,10,posterior_prob,0.0186
Case 3: Competing second best,Control-augmented,alt4,10,posterior_prob,0.1122
Case 3: Competing second best,Control-augmented,alt5,10,posterior_prob,0.033
Case 3: Competing second best,Control-augmented,alt6,10,posterior_prob,0.0696
Case 3: Competing second best,Control-augmented,alt7,10,posterior_prob,0.0278
Case 3: Competing second best,Control-augmented,alt8,10,posterior_prob,0.0706
Case 3: Competing second best,Control-augmented,best,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt1,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt2,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt3,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt4,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt5,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt6,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt7,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,alt8,0,cumulative_n,0
Case 3: Competing second best,Control-augmented,best,1,cumulative_n,11
Case 3: Competing second best,Control-augmented,alt1,1,cumulative_n,6
Case 3: Competing second best,Control-augmented,alt2,1,cumulative_n,12
Case 3: Competing second best,Control-augmented,alt3,1,cumulative_n,10
Case 3: Competing second best,Control-augmented,alt4,1,cumulative_n,12
Case 3: Competing second best,Control-augmented,alt5,1,cumulative_n,15
Case 3: Competing second best,Control-augmented,alt6,1,cumulative_n,10
Case 3: Competing second best,Control-augmented,alt7,1,cumulative_n,15
Case 3: Competing second best,Control-augmented,alt8,1,cumulative_n,9
Case 3: Competing second best,Control-augmented,best,2,cumulative_n,49
Case 3: Competing second best,Control-augmented,alt1,2,cumulative_n,32
Case 3: Competing second best,Control-augmented,alt2,2,cumulative_n,26
Case 3: Competing second best,Control-augmented,alt3,2,cumulative_n,10
Case 3: Competing second best,Control-augmented,alt4,2,cumulative_n,12
Case 3: Competing second best,Control-augmented,alt5,2,cumulative_n,15
Case 3: Competing second best,Control-augmented,alt6,2,cumulative_n,11
Case 3: Competing second best,Control-augmented,alt7,2,cumulative_n,24
Case 3: Competing second best,Control-augmented,alt8,2,cumulative_n,21
Case 3: Competing second best,Control-augmented,best,3,cumulative_n,67
Case 3: Competing second best,Control-augmented,alt1,3,cumulative_n,40
Case 3: Competing second best,Control-augmented,alt2,3,cumulative_n,58
Case 3: Competing second best,Control-augmented,alt3,3,cumulative_n,16
Case 3: Competing second best,Control-augmented,alt4,3,cumulative_n,17
Case 3: Competing second best,Control-augmented,alt5,3,cumulative_n,17
Case 3: Competing second best,Control-augmented,alt6,3,cumulative_n,20
Case 3: Competing second best,Control-augmented,alt7,3,cumulative_n,35
Case 3: Competing second best,Control-augmented,alt8,3,cumulative_n,30
Case 3: Competing second best,Control-augmented,best,4,cumulative_n,90
Case 3: Competing second best,Control-augmented,alt1,4,cumulative_n,56
Case 3: Competing second best,Control-augmented,alt2,4,cumulative_n,76
Case 3: Competing second best,Control-augmented,alt3,4,cumulative_n,20
Case 3: Competing second best,Control-augmented,alt4,4,cumulative_n,17
Case 3: Competing second best,Control-augmented,alt5,4,cumulative_n,24
Case 3: Competing second best,Control-augmented,alt6,4,cumulative_n,46
Case 3: Competing second best,Control-augmented,alt7,4,cumulative_n,40
Case 3: Competing second best,Control-augmented,alt8,4,cumulative_n,31
Case 3: Competing second best,Control-augmented,best,5,cumulative_n,110
Case 3: Competing second best,Control-augmented,alt1,5,cumulative_n,67
Case 3: Competing second best,Control-augmented,alt2,5,cumulative_n,101
Case 3: Competing second best,Control-augmented,alt3,5,cumulative_n,40
Case 3: Competing second best,Control-augmented,alt4,5,cumulative_n,18
Case 3: Competing second best,Control-augmented,alt5,5,cumulative_n,34
Case 3: Competing second best,Control-augmented,alt6,5,cumulative_n,55
Case 3: Competing second best,Control-augmented,alt7,5,cumulative_n,42
Case 3: Competing second best,Control-augmented,alt8,5,cumulative_n,33
Case 3: Competing second best,Control-augmented,best,6,cumulative_n,172
Case 3: Competing second best,Control-augmented,alt1,6,cumulative_n,73
Case 3: Competing second best,Control-augmented,alt2,6,cumulative_n,111
Case 3: Competing second best,Control-augmented,alt3,6,cumulative_n,40
Case 3: Competing second best,Control-augmented,alt4,6,cumulative_n,22
Case 3: Competing second best,Control-augmented,alt5,6,cumulative_n,34
Case 3: Competing second best,Control-augmented,alt6,6,cumulative_n,59
Case 3: Competing second best,Control-augmented,alt7,6,cumulative_n,47
Case 3: Competing second best,Control-augmented,alt8,6,cumulative_n,42
Case 3: Competing second best,Control-augmented,best,7,cumulative_n,195
Case 3: Competing second best,Control-augmented,alt1,7,cumulative_n,73
Case 3: Competing second best,Control-augmented,alt2,7,cumulative_n,180
Case 3: Competing second best,Control-augmented,alt3,7,cumulative_n,41
Case 3: Competing second best,Control-augmented,alt4,7,cumulative_n,28
Case 3: Competing second best,Control-augmented,alt5,7,cumulative_n,34
Case 3: Competing second best,Control-augmented,alt6,7,cumulative_n,59
Case 3: Competing second best,Control-augmented,alt7,7,cumulative_n,47
Case 3: Competing second best,Control-augmented,alt8,7,cumulative_n,43
Case 3: Competing second best,Control-augmented,best,8,cumulative_n,250
Case 3: Competing second best,Control-augmented,alt1,8,cumulative_n,74
Case 3: Competing second best,Control-augmented,alt2,8,cumulative_n,207
Case 3: Competing second best,Control-augmented,alt3,8,cumulative_n,41
Case 3: Competing second best,Control-augmented,alt4,8,cumulative_n,34
Case 3: Competing second best,Control-augmented,alt5,8,cumulative_n,34
Case 3: Competing second best,Control-augmented,alt6,8,cumulative_n,62
Case 3: Competing second best,Control-augmented,alt7,8,cumulative_n,52
Case 3: Competing second best,Control-augmented,alt8,8,cumulative_n,46
Case 3: Competing second best,Control-augmented,best,9,cumulative_n,276
Case 3: Competing second best,Control-augmented,alt1,9,cumulative_n,77
Case 3: Competing second best,Control-augmented,alt2,9,cumulative_n,258
Case 3: Competing second best,Control-augmented,alt3,9,cumulative_n,42
Case 3: Competing second best,Control-augmented,alt4,9,cumulative_n,39
Case 3: Competing second best,Control-augmented,alt5,9,cumulative_n,37
Case 3: Competing second best,Control-augmented,alt6,9,cumulative_n,66
Case 3: Competing second best,Control-augmented,alt7,9,cumulative_n,55
Case 3: Competing second best,Control-augmented,alt8,9,cumulative_n,50
Case 3: Competing second best,Control-augmented,best,10,cumulative_n,317
Case 3: Competing second best,Control-augmented,alt1,10,cumulative_n,83
Case 3: Competing second best,Control-augmented,alt2,10,cumulative_n,292
Case 3: Competing second best,Control-augmented,alt3,10,cumulative_n,42
Case 3: Competing second best,Control-augmented,alt4,10,cumulative_n,46
Case 3: Competing second best,Control-augmented,alt5,10,cumulative_n,38
Case 3: Competing second best,Control-augmented,alt6,10,cumulative_n,71
Case 3: Competing second best,Control-augmented,alt7,10,cumulative_n,56
Case 3: Competing second best,Control-augmented,alt8,10,cumulative_n,55
