design,batch,profile,posterior_prob,Z_1,Z_2,Z_3,Z_4
Adaptive,5,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,6,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,7,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,8,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,9,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,10,94,0,"100,000",Allow all,Maintain status quo,Eliminate
Adaptive,0,95,0.005208333333333333,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,1,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,2,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,3,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,4,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,5,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,6,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,7,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,8,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,9,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,10,95,0,"$1,000,000",Allow all,Maintain status quo,Eliminate
Adaptive,0,96,0.005208333333333333,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,1,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,2,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,3,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,4,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,5,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,6,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,7,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,8,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,9,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,10,96,0,"$10,000",Allow all,Maintain status quo,Eliminate
Adaptive,0,97,0.005208333333333333,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,1,97,0.00107,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,2,97,0.00181,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,3,97,0.0029,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,4,97,0.0074400000000000004,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,5,97,0.00513,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,6,97,2.4e-4,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,7,97,5e-5,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,8,97,4e-5,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,9,97,0,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,10,97,1e-5,No limits,Prohibit all,Prohibit all,Disclose > $500
Adaptive,0,98,0.005208333333333333,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,1,98,0.00123,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,2,98,0.00281,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,3,98,0.00559,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,4,98,0.00873,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,5,98,0.00379,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,6,98,0.0026,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,7,98,0.00144,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,8,98,8.4e-4,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,9,98,0.00224,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,10,98,0.0068,"100,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,0,99,0.005208333333333333,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,1,99,0.10841,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,2,99,0.01252,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,3,99,0.03926,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,4,99,0.04054,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,5,99,0.05233,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,6,99,0.02272,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,7,99,0.00783,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,8,99,0.00214,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,9,99,0.00261,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,10,99,0.00151,"$1,000,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,0,100,0.005208333333333333,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,1,100,9.9e-4,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,2,100,0.00203,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,3,100,0.02123,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,4,100,0.07268,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,5,100,0.04326,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,6,100,0.02363,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,7,100,0.01042,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,8,100,0.00818,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,9,100,0.01248,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,10,100,0.01243,"$10,000",Prohibit all,Prohibit all,Disclose > $500
Adaptive,0,101,0.005208333333333333,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,1,101,0.00144,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,2,101,6.6e-4,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,3,101,0.00383,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,4,101,0.00662,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,5,101,0.00128,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,6,101,3e-5,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,7,101,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,8,101,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,9,101,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,10,101,1e-5,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,0,102,0.005208333333333333,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,1,102,0.00153,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,2,102,0.00108,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,3,102,0.00781,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,4,102,0.00796,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,5,102,8.9e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,6,102,5.4e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,7,102,1e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,8,102,3e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,9,102,9e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,10,102,2.2e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,0,103,0.005208333333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,1,103,0.16624,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,2,103,0.00515,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,3,103,0.0585,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,4,103,0.03716,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,5,103,0.01375,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,6,103,0.00631,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,7,103,6.3e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,8,103,4e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,9,103,4e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,10,103,3e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,0,104,0.005208333333333333,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,1,104,0.00181,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,2,104,7.8e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,3,104,0.02426,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,4,104,0.05662,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,5,104,0.01032,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,6,104,0.00716,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,7,104,7.4e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,8,104,2.6e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,9,104,6.9e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,10,104,3.9e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $500
Adaptive,0,105,0.005208333333333333,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,1,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,2,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,3,105,1e-5,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,4,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,5,105,2e-5,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,6,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,7,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,8,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,9,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,10,105,0,No limits,Allow all,Prohibit all,Disclose > $500
Adaptive,0,106,0.005208333333333333,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,1,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,2,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,3,106,4e-5,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,4,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,5,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,6,106,1e-5,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,7,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,8,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,9,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,10,106,0,"100,000",Allow all,Prohibit all,Disclose > $500
Adaptive,0,107,0.005208333333333333,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,1,107,1e-5,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,2,107,1e-5,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,3,107,5.5e-4,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,4,107,2.7e-4,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,5,107,4.2e-4,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,6,107,1.5e-4,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,7,107,0,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,8,107,0,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,9,107,0,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,10,107,0,"$1,000,000",Allow all,Prohibit all,Disclose > $500
Adaptive,0,108,0.005208333333333333,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,1,108,0,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,2,108,0,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,3,108,1e-4,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,4,108,2.5e-4,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,5,108,4e-4,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,6,108,1.5e-4,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,7,108,2e-5,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,8,108,0,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,9,108,0,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,10,108,0,"$10,000",Allow all,Prohibit all,Disclose > $500
Adaptive,0,109,0.005208333333333333,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,1,109,0.00151,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,2,109,0.02265,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,3,109,0.00549,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,4,109,8.6e-4,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,5,109,9.2e-4,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,6,109,0,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,7,109,0,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,8,109,0,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,9,109,0,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,10,109,0,No limits,Prohibit all,5:1 match,Disclose > $500
Adaptive,0,110,0.005208333333333333,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,1,110,0.00104,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,2,110,0.02617,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,3,110,0.00926,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,4,110,8.4e-4,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,5,110,5.1e-4,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,6,110,7e-5,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,7,110,1e-5,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,8,110,0,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,9,110,0,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,10,110,2e-5,"100,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,0,111,0.005208333333333333,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,1,111,0.06843,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,2,111,0.14459,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,3,111,0.06685,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,4,111,0.0038,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,5,111,0.00754,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,6,111,7.4e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,7,111,0,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,8,111,1e-5,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,9,111,0,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,10,111,0,"$1,000,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,0,112,0.005208333333333333,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,1,112,0.001,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,2,112,0.01429,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,3,112,0.03069,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,4,112,0.00482,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,5,112,0.00721,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,6,112,9.5e-4,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,7,112,4e-5,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,8,112,0,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,9,112,2e-5,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,10,112,2e-5,"$10,000",Prohibit all,5:1 match,Disclose > $500
Adaptive,0,113,0.005208333333333333,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,1,113,0.00254,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,2,113,0.00619,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,3,113,0.00863,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,4,113,7.8e-4,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,5,113,2.9e-4,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,6,113,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,7,113,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,8,113,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,9,113,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,10,113,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,0,114,0.005208333333333333,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,1,114,0.00117,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,2,114,0.00721,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,3,114,0.01352,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,4,114,8.1e-4,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,5,114,2.1e-4,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,6,114,3e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,7,114,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,8,114,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,9,114,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,10,114,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,0,115,0.005208333333333333,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,1,115,0.0897,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,2,115,0.03903,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,3,115,0.10171,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,4,115,0.00379,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,5,115,0.00202,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,6,115,2e-4,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,7,115,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,8,115,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,9,115,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,10,115,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,0,116,0.005208333333333333,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,1,116,0.0014,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,2,116,0.00426,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,3,116,0.03543,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,4,116,0.0039,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,5,116,0.00187,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,6,116,2e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,7,116,1e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,8,116,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,9,116,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,10,116,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $500
Adaptive,0,117,0.005208333333333333,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,1,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,2,117,3e-5,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,3,117,2e-5,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,4,117,1e-5,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,5,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,6,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,7,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,8,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,9,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,10,117,0,No limits,Allow all,5:1 match,Disclose > $500
Adaptive,0,118,0.005208333333333333,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,1,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,2,118,3e-5,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,3,118,1e-4,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,4,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,5,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,6,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,7,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,8,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,9,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,10,118,0,"100,000",Allow all,5:1 match,Disclose > $500
Adaptive,0,119,0.005208333333333333,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,1,119,5e-5,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,2,119,5e-4,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,3,119,0.00164,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,4,119,3e-5,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,5,119,1.2e-4,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,6,119,1e-5,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,7,119,0,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,8,119,0,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,9,119,0,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,10,119,0,"$1,000,000",Allow all,5:1 match,Disclose > $500
Adaptive,0,120,0.005208333333333333,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,1,120,0,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,2,120,2e-5,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,3,120,2.9e-4,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,4,120,6e-5,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,5,120,1.2e-4,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,6,120,1e-5,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,7,120,0,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,8,120,0,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,9,120,0,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,10,120,0,"$10,000",Allow all,5:1 match,Disclose > $500
Adaptive,0,121,0.005208333333333333,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,1,121,9.9e-4,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,2,121,0.03689,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,3,121,0.00135,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,4,121,0.00166,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,5,121,0.00157,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,6,121,2e-5,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,7,121,0,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,8,121,0,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,9,121,0,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,10,121,0,No limits,Prohibit all,1:1 match,Disclose > $500
Adaptive,0,122,0.005208333333333333,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,1,122,6.6e-4,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,2,122,0.03927,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,3,122,0.00163,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,4,122,0.00193,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,5,122,7.4e-4,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,6,122,1.8e-4,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,7,122,0,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,8,122,0,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,9,122,1.3e-4,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,10,122,3.7e-4,"100,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,0,123,0.005208333333333333,"$1,000,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,1,123,0.04361,"$1,000,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,2,123,0.24268,"$1,000,000",Prohibit all,1:1 match,Disclose > $500
Adaptive,3,123,0.01453,"$1,000,000",Prohibit all,1:1 match,Disclose > $500
