design,batch,profile,posterior_prob,Z_1,Z_2,Z_3,Z_4
Adaptive,7,184,0.0151,"$10,000",Prohibit all,Maintain status quo,Disclose all
Adaptive,8,184,0.04091,"$10,000",Prohibit all,Maintain status quo,Disclose all
Adaptive,9,184,0.05605,"$10,000",Prohibit all,Maintain status quo,Disclose all
Adaptive,10,184,0.06557,"$10,000",Prohibit all,Maintain status quo,Disclose all
Adaptive,0,185,0.005208333333333333,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,1,185,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,2,185,2e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,3,185,1.2e-4,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,4,185,5.8e-4,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,5,185,2.4e-4,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,6,185,4e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,7,185,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,8,185,0,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,9,185,4e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,10,185,1e-5,No limits,"Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,0,186,0.005208333333333333,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,1,186,0,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,2,186,1e-5,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,3,186,4e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,4,186,8.9e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,5,186,1.5e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,6,186,7.1e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,7,186,3e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,8,186,3.4e-4,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,9,186,0.00122,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,10,186,0.00294,"100,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,0,187,0.005208333333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,1,187,1e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,2,187,6.1e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,3,187,0.0044,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,4,187,0.00626,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,5,187,0.00332,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,6,187,0.0076,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,7,187,0.00185,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,8,187,0.00104,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,9,187,0.00209,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,10,187,0.00106,"$1,000,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,0,188,0.005208333333333333,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,1,188,0,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,2,188,3e-5,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,3,188,0.00103,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,4,188,0.00514,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,5,188,0.00119,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,6,188,0.00443,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,7,188,0.0016,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,8,188,0.00219,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,9,188,0.00488,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,10,188,0.00548,"$10,000","Prohibit candidate;
 allow PAC",Maintain status quo,Disclose all
Adaptive,0,189,0.005208333333333333,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,1,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,2,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,3,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,4,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,5,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,6,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,7,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,8,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,9,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,10,189,0,No limits,Allow all,Maintain status quo,Disclose all
Adaptive,0,190,0.005208333333333333,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,1,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,2,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,3,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,4,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,5,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,6,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,7,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,8,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,9,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,10,190,0,"100,000",Allow all,Maintain status quo,Disclose all
Adaptive,0,191,0.005208333333333333,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,1,191,0,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,2,191,0,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,3,191,0,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,4,191,2e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,5,191,5e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,6,191,6e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,7,191,3e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,8,191,1e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,9,191,3e-5,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,10,191,0,"$1,000,000",Allow all,Maintain status quo,Disclose all
Adaptive,0,192,0.005208333333333333,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,1,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,2,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,3,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,4,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,5,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,6,192,3e-5,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,7,192,3e-5,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,8,192,2e-5,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,9,192,7e-5,"$10,000",Allow all,Maintain status quo,Disclose all
Adaptive,10,192,0,"$10,000",Allow all,Maintain status quo,Disclose all
Static,0,1,0.005208333333333333,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,1,1,0.00198,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,2,1,3e-4,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,3,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,4,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,5,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,6,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,7,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,8,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,9,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,10,1,0,No limits,Prohibit all,Prohibit all,Disclose > $200
Static,0,2,0.005208333333333333,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,1,2,0.042,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,2,2,0.04157,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,3,2,0.01318,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,4,2,0.01229,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,5,2,0.00833,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,6,2,0.00468,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,7,2,0.01545,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,8,2,0.00344,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,9,2,0.0012,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,10,2,0.00384,"100,000",Prohibit all,Prohibit all,Disclose > $200
Static,0,3,0.005208333333333333,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,1,3,0.01504,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,2,3,0.0557,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,3,3,0.04361,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,4,3,0.00787,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,5,3,0.00438,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,6,3,0.0017,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,7,3,0.00711,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,8,3,0.00128,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,9,3,4.9e-4,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,10,3,0.00182,"$1,000,000",Prohibit all,Prohibit all,Disclose > $200
Static,0,4,0.005208333333333333,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,1,4,0.14278,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,2,4,0.27426,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,3,4,0.24587,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,4,4,0.12581,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,5,4,0.05137,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,6,4,0.06083,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,7,4,0.07785,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,8,4,0.02797,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,9,4,0.0245,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,10,4,0.0661,"$10,000",Prohibit all,Prohibit all,Disclose > $200
Static,0,5,0.005208333333333333,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,1,5,2.2e-4,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,2,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,3,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,4,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,5,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,6,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,7,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,9,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,10,5,0,No limits,"Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,0,6,0.005208333333333333,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,1,6,0.00308,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,2,6,4.9e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,3,6,1.1e-4,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,4,6,1e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,5,6,1e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,6,6,3e-5,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,7,6,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,6,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,9,6,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,10,6,0,"100,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,0,7,0.005208333333333333,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,1,7,0.00101,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,2,7,6.5e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,3,7,5.7e-4,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,4,7,4e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,5,7,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,6,7,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,7,7,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,9,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,10,7,0,"$1,000,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,0,8,0.005208333333333333,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,1,8,0.01101,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,2,8,0.00296,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,3,8,0.00231,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,4,8,2.9e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,5,8,8e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,6,8,2.1e-4,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,7,8,7e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,8,8,0,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,9,8,0,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,10,8,1e-5,"$10,000","Prohibit candidate;
 allow PAC",Prohibit all,Disclose > $200
Static,0,9,0.005208333333333333,No limits,Allow all,Prohibit all,Disclose > $200
Static,1,9,3.6e-4,No limits,Allow all,Prohibit all,Disclose > $200
Static,2,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,3,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,4,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,5,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,6,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,7,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,8,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,9,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,10,9,0,No limits,Allow all,Prohibit all,Disclose > $200
Static,0,10,0.005208333333333333,"100,000",Allow all,Prohibit all,Disclose > $200
Static,1,10,0.0061,"100,000",Allow all,Prohibit all,Disclose > $200
Static,2,10,1e-5,"100,000",Allow all,Prohibit all,Disclose > $200
Static,3,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,4,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,5,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,6,10,1e-5,"100,000",Allow all,Prohibit all,Disclose > $200
Static,7,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,8,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,9,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,10,10,0,"100,000",Allow all,Prohibit all,Disclose > $200
Static,0,11,0.005208333333333333,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,1,11,0.00174,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,2,11,2e-5,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,3,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,4,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,5,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,6,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,7,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,8,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,9,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,10,11,0,"$1,000,000",Allow all,Prohibit all,Disclose > $200
Static,0,12,0.005208333333333333,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,1,12,0.01865,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,2,12,4e-5,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,3,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,4,12,1e-5,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,5,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,6,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,7,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,8,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,9,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,10,12,0,"$10,000",Allow all,Prohibit all,Disclose > $200
Static,0,13,0.005208333333333333,No limits,Prohibit all,5:1 match,Disclose > $200
Static,1,13,6e-5,No limits,Prohibit all,5:1 match,Disclose > $200
Static,2,13,3e-5,No limits,Prohibit all,5:1 match,Disclose > $200
Static,3,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,4,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,5,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,6,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,7,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,8,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,9,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,10,13,0,No limits,Prohibit all,5:1 match,Disclose > $200
Static,0,14,0.005208333333333333,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,1,14,9.2e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,2,14,0.00189,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,3,14,7.5e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,4,14,4.8e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,5,14,7.4e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,6,14,3.1e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,7,14,0.00125,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,8,14,8.6e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,9,14,2e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,10,14,6.4e-4,"100,000",Prohibit all,5:1 match,Disclose > $200
Static,0,15,0.005208333333333333,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,1,15,3.9e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,2,15,0.00272,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,3,15,0.00175,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,4,15,3.6e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,5,15,4.4e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,6,15,1.1e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,7,15,5.5e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,8,15,3.5e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,9,15,8e-5,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,10,15,3.8e-4,"$1,000,000",Prohibit all,5:1 match,Disclose > $200
Static,0,16,0.005208333333333333,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,1,16,0.00386,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,2,16,0.01218,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,3,16,0.01108,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,4,16,0.00451,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,5,16,0.00366,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,6,16,0.00398,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,7,16,0.00572,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,8,16,0.00575,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,9,16,0.00251,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,10,16,0.01031,"$10,000",Prohibit all,5:1 match,Disclose > $200
Static,0,17,0.005208333333333333,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,1,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,2,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,3,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,4,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,5,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,6,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,7,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,8,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,9,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,10,17,0,No limits,"Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,0,18,0.005208333333333333,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,1,18,4e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,2,18,1e-5,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,3,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,4,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,5,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,6,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,7,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,8,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,9,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,10,18,0,"100,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,0,19,0.005208333333333333,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,1,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,2,19,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,3,19,6e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,4,19,1e-5,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,5,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,6,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,7,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,8,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,9,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,10,19,0,"$1,000,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,0,20,0.005208333333333333,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,1,20,1.9e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,2,20,1.5e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,3,20,1e-4,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,4,20,2e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,5,20,2e-5,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,6,20,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,7,20,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,8,20,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,9,20,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,10,20,0,"$10,000","Prohibit candidate;
 allow PAC",5:1 match,Disclose > $200
Static,0,21,0.005208333333333333,No limits,Allow all,5:1 match,Disclose > $200
Static,1,21,1e-5,No limits,Allow all,5:1 match,Disclose > $200
Static,2,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,3,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,4,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,5,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,6,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,7,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,8,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,9,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,10,21,0,No limits,Allow all,5:1 match,Disclose > $200
Static,0,22,0.005208333333333333,"100,000",Allow all,5:1 match,Disclose > $200
Static,1,22,1.4e-4,"100,000",Allow all,5:1 match,Disclose > $200
Static,2,22,0,"100,000",Allow all,5:1 match,Disclose > $200
