topic,iterations,correct_adaptive,correct_static,se_adaptive,se_static,se_ratio_static_over_adaptive,se_ratio_adaptive_over_static
Minimum wage,10000,0.4675999999999997,0.3645999999999998,0.0339472835281459,0.030455813377128427,0.8971502344768567,1.114640515680316
Right-to-work,10000,0.6518999999999999,0.5843,0.016543884921766026,0.022059882977469737,1.3334161281819947,0.749953430789396
